Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
American Samoa,2017,All ages,Both,Multiple sclerosis,Percent of total DALYs,0.000175233,0.000114847,0.000294769
American Samoa,1990 - 2017,All ages,Both,Multiple sclerosis,DALYs annual % change,0.013518964,,
American Samoa,2017,All ages,Both,Migraine,Percent of total DALYs,0.017272737,0.011438764,0.024750303
American Samoa,1990 - 2017,All ages,Both,Migraine,DALYs annual % change,0.003272504,,
American Samoa,2017,All ages,Both,Tension-type headache,Percent of total DALYs,0.002544031,0.001505633,0.003863074
American Samoa,1990 - 2017,All ages,Both,Tension-type headache,DALYs annual % change,0.004047798,,
American Samoa,2017,All ages,Both,Motor neuron disease,Percent of total DALYs,0.000139997,0.000116657,0.000232512
American Samoa,1990 - 2017,All ages,Both,Motor neuron disease,DALYs annual % change,-0.004879844,,
American Samoa,2017,All ages,Both,Other neurological disorders,Percent of total DALYs,0.002280406,0.001659562,0.003117338
American Samoa,1990 - 2017,All ages,Both,Other neurological disorders,DALYs annual % change,0.004990623,,
American Samoa,2017,All ages,Both,Schizophrenia,Percent of total DALYs,0.005026918,0.003768659,0.006269893
American Samoa,1990 - 2017,All ages,Both,Schizophrenia,DALYs annual % change,0.003837579,,
American Samoa,2017,All ages,Both,Alcohol use disorders,Percent of total DALYs,0.004524785,0.003574458,0.005615182
American Samoa,1990 - 2017,All ages,Both,Alcohol use disorders,DALYs annual % change,0.001320239,,
American Samoa,2017,All ages,Both,Opioid use disorders,Percent of total DALYs,0.004021339,0.002946455,0.005254934
American Samoa,1990 - 2017,All ages,Both,Opioid use disorders,DALYs annual % change,0.002070292,,
American Samoa,2017,All ages,Both,Cocaine use disorders,Percent of total DALYs,2.96846E-05,2.16537E-05,4.04676E-05
American Samoa,1990 - 2017,All ages,Both,Cocaine use disorders,DALYs annual % change,0.008061957,,
American Samoa,2017,All ages,Both,Amphetamine use disorders,Percent of total DALYs,0.000695753,0.000381225,0.001142007
American Samoa,1990 - 2017,All ages,Both,Amphetamine use disorders,DALYs annual % change,-0.00023079,,
American Samoa,2017,All ages,Both,Cannabis use disorders,Percent of total DALYs,0.000368464,0.000238205,0.000527965
American Samoa,1990 - 2017,All ages,Both,Cannabis use disorders,DALYs annual % change,-0.000485138,,
American Samoa,2017,All ages,Both,Other drug use disorders,Percent of total DALYs,0.001159759,0.000921642,0.001460112
American Samoa,1990 - 2017,All ages,Both,Other drug use disorders,DALYs annual % change,0.00455705,,
American Samoa,2017,All ages,Both,Major depressive disorder,Percent of total DALYs,0.009233522,0.006747157,0.012070978
American Samoa,1990 - 2017,All ages,Both,Major depressive disorder,DALYs annual % change,0.002951193,,
American Samoa,2017,All ages,Both,Dysthymia,Percent of total DALYs,0.004811126,0.003499753,0.006465832
American Samoa,1990 - 2017,All ages,Both,Dysthymia,DALYs annual % change,0.009261896,,
American Samoa,2017,All ages,Both,Bipolar disorder,Percent of total DALYs,0.003202718,0.002076924,0.004653309
American Samoa,1990 - 2017,All ages,Both,Bipolar disorder,DALYs annual % change,0.004107916,,
American Samoa,2017,All ages,Both,Anxiety disorders,Percent of total DALYs,0.010716229,0.008166166,0.013739234
American Samoa,1990 - 2017,All ages,Both,Anxiety disorders,DALYs annual % change,0.004074667,,
American Samoa,2017,All ages,Both,Anorexia nervosa,Percent of total DALYs,0.000347221,0.000224173,0.000513247
American Samoa,1990 - 2017,All ages,Both,Anorexia nervosa,DALYs annual % change,-0.004009925,,
American Samoa,2017,All ages,Both,Bulimia nervosa,Percent of total DALYs,0.000924755,0.000601148,0.001335727
American Samoa,1990 - 2017,All ages,Both,Bulimia nervosa,DALYs annual % change,-0.004739642,,
American Samoa,2017,All ages,Both,Autism spectrum disorders,Percent of total DALYs,0.001880342,0.001371825,0.002428249
American Samoa,1990 - 2017,All ages,Both,Autism spectrum disorders,DALYs annual % change,-0.001432744,,
American Samoa,2017,All ages,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.000405741,0.000254898,0.000621809
American Samoa,1990 - 2017,All ages,Both,Attention-deficit/hyperactivity disorder,DALYs annual % change,-0.001114963,,
American Samoa,2017,All ages,Both,Conduct disorder,Percent of total DALYs,0.003856481,0.002427452,0.00577367
American Samoa,1990 - 2017,All ages,Both,Conduct disorder,DALYs annual % change,0.000479915,,
American Samoa,2017,All ages,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.000578962,0.000170174,0.001078373
American Samoa,1990 - 2017,All ages,Both,Idiopathic developmental intellectual disability,DALYs annual % change,-0.001799426,,
American Samoa,2017,All ages,Both,Other mental disorders,Percent of total DALYs,0.004568726,0.003271611,0.006025937
American Samoa,1990 - 2017,All ages,Both,Other mental disorders,DALYs annual % change,0.004276488,,
American Samoa,2017,All ages,Both,Acute glomerulonephritis,Percent of total DALYs,1.87924E-05,1.46521E-05,2.41017E-05
American Samoa,1990 - 2017,All ages,Both,Acute glomerulonephritis,DALYs annual % change,-0.017095864,,
American Samoa,2017,All ages,Both,Chronic kidney disease due to hypertension,Percent of total DALYs,0.009076702,0.007270583,0.011042
American Samoa,1990 - 2017,All ages,Both,Chronic kidney disease due to hypertension,DALYs annual % change,0.030853558,,
American Samoa,2017,All ages,Both,Chronic kidney disease due to glomerulonephritis,Percent of total DALYs,0.007086206,0.005902239,0.008385853
American Samoa,1990 - 2017,All ages,Both,Chronic kidney disease due to glomerulonephritis,DALYs annual % change,0.025452735,,
American Samoa,2017,All ages,Both,Chronic kidney disease due to other and unspecified causes,Percent of total DALYs,0.011227786,0.009574064,0.013177038
American Samoa,1990 - 2017,All ages,Both,Chronic kidney disease due to other and unspecified causes,DALYs annual % change,0.022612822,,
American Samoa,2017,All ages,Both,Urinary tract infections,Percent of total DALYs,0.004098388,0.00359442,0.004622839
American Samoa,1990 - 2017,All ages,Both,Urinary tract infections,DALYs annual % change,-0.002393873,,
American Samoa,2017,All ages,Both,Urolithiasis,Percent of total DALYs,0.000151106,0.000122172,0.000188719
American Samoa,1990 - 2017,All ages,Both,Urolithiasis,DALYs annual % change,-0.016471885,,
American Samoa,2017,All ages,Both,Benign prostatic hyperplasia,Percent of total DALYs,0.000631183,0.00042577,0.000866612
American Samoa,1990 - 2017,All ages,Both,Benign prostatic hyperplasia,DALYs annual % change,0.017166198,,
American Samoa,2017,All ages,Both,Male infertility,Percent of total DALYs,0.000101525,4.24111E-05,0.000203668
American Samoa,1990 - 2017,All ages,Both,Male infertility,DALYs annual % change,-0.003079579,,
American Samoa,2017,All ages,Both,Other urinary diseases,Percent of total DALYs,0.000405972,0.000312675,0.000503527
American Samoa,1990 - 2017,All ages,Both,Other urinary diseases,DALYs annual % change,-0.025562782,,
American Samoa,2017,All ages,Both,Uterine fibroids,Percent of total DALYs,0.000721738,0.000410879,0.00117465
American Samoa,1990 - 2017,All ages,Both,Uterine fibroids,DALYs annual % change,-0.001048582,,
American Samoa,2017,All ages,Both,Polycystic ovarian syndrome,Percent of total DALYs,0.000205603,9.71985E-05,0.000388166
American Samoa,1990 - 2017,All ages,Both,Polycystic ovarian syndrome,DALYs annual % change,0.001605495,,
American Samoa,2017,All ages,Both,Female infertility,Percent of total DALYs,0.000247061,0.000100502,0.00050532
American Samoa,1990 - 2017,All ages,Both,Female infertility,DALYs annual % change,-0.006018979,,
American Samoa,2017,All ages,Both,Endometriosis,Percent of total DALYs,0.001597263,0.001112643,0.002201221
American Samoa,1990 - 2017,All ages,Both,Endometriosis,DALYs annual % change,0.000885356,,
American Samoa,2017,All ages,Both,Genital prolapse,Percent of total DALYs,0.000115434,6.31945E-05,0.000195302
American Samoa,1990 - 2017,All ages,Both,Genital prolapse,DALYs annual % change,0.007808786,,
American Samoa,2017,All ages,Both,Premenstrual syndrome,Percent of total DALYs,0.001665402,0.00114096,0.002346705
American Samoa,1990 - 2017,All ages,Both,Premenstrual syndrome,DALYs annual % change,0.001140976,,
American Samoa,2017,All ages,Both,Other gynecological diseases,Percent of total DALYs,0.001912944,0.001202034,0.003040297
American Samoa,1990 - 2017,All ages,Both,Other gynecological diseases,DALYs annual % change,0.015438673,,
American Samoa,2017,All ages,Both,Thalassemias,Percent of total DALYs,2.88589E-05,2.06916E-05,3.95055E-05
American Samoa,1990 - 2017,All ages,Both,Thalassemias,DALYs annual % change,-0.025633081,,
American Samoa,2017,All ages,Both,Sickle cell disorders,Percent of total DALYs,3.07E-07,1.07E-07,6.13E-07
American Samoa,1990 - 2017,All ages,Both,Sickle cell disorders,DALYs annual % change,-0.008504879,,
American Samoa,2017,All ages,Both,G6PD deficiency,Percent of total DALYs,0.000257954,0.000214535,0.000307399
American Samoa,1990 - 2017,All ages,Both,G6PD deficiency,DALYs annual % change,0.013744874,,
American Samoa,2017,All ages,Both,Other hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.000847028,0.000555079,0.001305817
American Samoa,1990 - 2017,All ages,Both,Other hemoglobinopathies and hemolytic anemias,DALYs annual % change,-0.012464704,,
American Samoa,2017,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.017399757,0.013601428,0.019912486
American Samoa,1990 - 2017,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",DALYs annual % change,0.015610856,,
American Samoa,2017,All ages,Both,Rheumatoid arthritis,Percent of total DALYs,0.00094069,0.000708562,0.001206513
American Samoa,1990 - 2017,All ages,Both,Rheumatoid arthritis,DALYs annual % change,0.016926368,,
American Samoa,2017,All ages,Both,Osteoarthritis,Percent of total DALYs,0.004932425,0.002675493,0.009529883
American Samoa,1990 - 2017,All ages,Both,Osteoarthritis,DALYs annual % change,0.020926712,,
American Samoa,2017,All ages,Both,Low back pain,Percent of total DALYs,0.024287095,0.018935163,0.030250261
American Samoa,1990 - 2017,All ages,Both,Low back pain,DALYs annual % change,0.008568659,,
American Samoa,2017,All ages,Both,Neck pain,Percent of total DALYs,0.010187573,0.007658606,0.013268305
American Samoa,1990 - 2017,All ages,Both,Neck pain,DALYs annual % change,0.010380348,,
American Samoa,2017,All ages,Both,Gout,Percent of total DALYs,0.000648231,0.00046032,0.00085986
American Samoa,1990 - 2017,All ages,Both,Gout,DALYs annual % change,0.014615364,,
American Samoa,2017,All ages,Both,Other musculoskeletal disorders,Percent of total DALYs,0.017735906,0.013423388,0.022828799
American Samoa,1990 - 2017,All ages,Both,Other musculoskeletal disorders,DALYs annual % change,0.005364577,,
American Samoa,2017,All ages,Both,Neural tube defects,Percent of total DALYs,0.000859857,0.000619935,0.001261169
American Samoa,1990 - 2017,All ages,Both,Neural tube defects,DALYs annual % change,-0.031680091,,
American Samoa,2017,All ages,Both,Congenital heart anomalies,Percent of total DALYs,0.005931136,0.004476073,0.007534903
American Samoa,1990 - 2017,All ages,Both,Congenital heart anomalies,DALYs annual % change,-0.01017351,,
American Samoa,2017,All ages,Both,Orofacial clefts,Percent of total DALYs,0.000147416,0.000101725,0.000201537
American Samoa,1990 - 2017,All ages,Both,Orofacial clefts,DALYs annual % change,-0.002433755,,
American Samoa,2017,All ages,Both,Down syndrome,Percent of total DALYs,0.000506226,0.00038423,0.00067064
American Samoa,1990 - 2017,All ages,Both,Down syndrome,DALYs annual % change,0.00157946,,
American Samoa,2017,All ages,Both,Turner syndrome,Percent of total DALYs,4.30511E-06,2.06277E-06,7.06877E-06
American Samoa,1990 - 2017,All ages,Both,Turner syndrome,DALYs annual % change,-0.001914759,,
American Samoa,2017,All ages,Both,Klinefelter syndrome,Percent of total DALYs,5.41535E-06,2.62236E-06,1.01224E-05
American Samoa,1990 - 2017,All ages,Both,Klinefelter syndrome,DALYs annual % change,-0.003108008,,
American Samoa,2017,All ages,Both,Other chromosomal abnormalities,Percent of total DALYs,0.00055656,0.000428381,0.000736648
American Samoa,1990 - 2017,All ages,Both,Other chromosomal abnormalities,DALYs annual % change,0.004603844,,
American Samoa,2017,All ages,Both,Congenital musculoskeletal and limb anomalies,Percent of total DALYs,0.001951005,0.001468516,0.002476955
American Samoa,1990 - 2017,All ages,Both,Congenital musculoskeletal and limb anomalies,DALYs annual % change,-0.001299054,,
American Samoa,2017,All ages,Both,Urogenital congenital anomalies,Percent of total DALYs,0.000589194,0.000443395,0.000903477
American Samoa,1990 - 2017,All ages,Both,Urogenital congenital anomalies,DALYs annual % change,-0.003008859,,
American Samoa,2017,All ages,Both,Digestive congenital anomalies,Percent of total DALYs,0.00058408,0.000459919,0.000751389
American Samoa,1990 - 2017,All ages,Both,Digestive congenital anomalies,DALYs annual % change,-0.010194934,,
American Samoa,2017,All ages,Both,Other congenital birth defects,Percent of total DALYs,0.004153831,0.003330617,0.005318645
American Samoa,1990 - 2017,All ages,Both,Other congenital birth defects,DALYs annual % change,-0.014817817,,
American Samoa,2017,All ages,Both,Psoriasis,Percent of total DALYs,0.001498627,0.001145392,0.001889257
American Samoa,1990 - 2017,All ages,Both,Psoriasis,DALYs annual % change,0.010582882,,
American Samoa,2017,All ages,Both,Cellulitis,Percent of total DALYs,0.002481018,0.001439585,0.005226154
American Samoa,1990 - 2017,All ages,Both,Cellulitis,DALYs annual % change,0.01840683,,
American Samoa,2017,All ages,Both,Pyoderma,Percent of total DALYs,0.007345851,0.004278688,0.01012447
American Samoa,1990 - 2017,All ages,Both,Pyoderma,DALYs annual % change,0.019727606,,
American Samoa,2017,All ages,Both,Scabies,Percent of total DALYs,0.003555795,0.002099963,0.005406793
American Samoa,1990 - 2017,All ages,Both,Scabies,DALYs annual % change,-0.009167785,,
American Samoa,2017,All ages,Both,Fungal skin diseases,Percent of total DALYs,0.001547995,0.000640614,0.003089023
American Samoa,1990 - 2017,All ages,Both,Fungal skin diseases,DALYs annual % change,-0.00105589,,
American Samoa,2017,All ages,Both,Viral skin diseases,Percent of total DALYs,0.002385725,0.001637065,0.003338649
American Samoa,1990 - 2017,All ages,Both,Viral skin diseases,DALYs annual % change,-0.00442888,,
American Samoa,2017,All ages,Both,Acne vulgaris,Percent of total DALYs,0.00109881,0.000683565,0.001722674
American Samoa,1990 - 2017,All ages,Both,Acne vulgaris,DALYs annual % change,0.010550476,,
American Samoa,2017,All ages,Both,Alopecia areata,Percent of total DALYs,0.000204286,0.000141267,0.000287343
American Samoa,1990 - 2017,All ages,Both,Alopecia areata,DALYs annual % change,0.00094075,,
American Samoa,2017,All ages,Both,Pruritus,Percent of total DALYs,0.000322718,0.000161411,0.00058469
American Samoa,1990 - 2017,All ages,Both,Pruritus,DALYs annual % change,0.003241061,,
American Samoa,2017,All ages,Both,Urticaria,Percent of total DALYs,0.002326695,0.001668409,0.003110736
American Samoa,1990 - 2017,All ages,Both,Urticaria,DALYs annual % change,-0.003569329,,
American Samoa,2017,All ages,Both,Decubitus ulcer,Percent of total DALYs,0.002797988,0.001233421,0.003910935
American Samoa,1990 - 2017,All ages,Both,Decubitus ulcer,DALYs annual % change,0.038827991,,
American Samoa,2017,All ages,Both,Other skin and subcutaneous diseases,Percent of total DALYs,0.001318171,0.000702255,0.00223324
American Samoa,1990 - 2017,All ages,Both,Other skin and subcutaneous diseases,DALYs annual % change,0.004351198,,
American Samoa,2017,All ages,Both,Glaucoma,Percent of total DALYs,0.000140881,9.13646E-05,0.000214366
American Samoa,1990 - 2017,All ages,Both,Glaucoma,DALYs annual % change,0.012302779,,
American Samoa,2017,All ages,Both,Cataract,Percent of total DALYs,0.002101265,0.001552477,0.002752246
American Samoa,1990 - 2017,All ages,Both,Cataract,DALYs annual % change,0.014128897,,
American Samoa,2017,All ages,Both,Age-related macular degeneration,Percent of total DALYs,5.55621E-05,3.69619E-05,8.01249E-05
American Samoa,1990 - 2017,All ages,Both,Age-related macular degeneration,DALYs annual % change,0.019924944,,
American Samoa,2017,All ages,Both,Age-related and other hearing loss,Percent of total DALYs,0.013912848,0.0101243,0.018777886
American Samoa,1990 - 2017,All ages,Both,Age-related and other hearing loss,DALYs annual % change,0.009149604,,
American Samoa,2017,All ages,Both,Other vision loss,Percent of total DALYs,0.001090678,0.000802382,0.001464736
American Samoa,1990 - 2017,All ages,Both,Other vision loss,DALYs annual % change,0.009219697,,
American Samoa,2017,All ages,Both,Other sense organ diseases,Percent of total DALYs,0.000942665,0.000637091,0.001272297
American Samoa,1990 - 2017,All ages,Both,Other sense organ diseases,DALYs annual % change,0.008921169,,
American Samoa,2017,All ages,Both,Caries of deciduous teeth,Percent of total DALYs,7.79318E-05,3.42792E-05,0.00014669
American Samoa,1990 - 2017,All ages,Both,Caries of deciduous teeth,DALYs annual % change,-0.01003378,,
American Samoa,2017,All ages,Both,Caries of permanent teeth,Percent of total DALYs,0.000764469,0.00034703,0.001357075
American Samoa,1990 - 2017,All ages,Both,Caries of permanent teeth,DALYs annual % change,0.003964987,,
American Samoa,2017,All ages,Both,Periodontal diseases,Percent of total DALYs,0.00076729,0.000310022,0.001507426
American Samoa,1990 - 2017,All ages,Both,Periodontal diseases,DALYs annual % change,0.014286113,,
American Samoa,2017,All ages,Both,Edentulism and severe tooth loss,Percent of total DALYs,0.002299117,0.001660923,0.00302879
American Samoa,1990 - 2017,All ages,Both,Edentulism and severe tooth loss,DALYs annual % change,0.016547179,,
American Samoa,2017,All ages,Both,Other oral disorders,Percent of total DALYs,0.001747594,0.001178503,0.00240616
American Samoa,1990 - 2017,All ages,Both,Other oral disorders,DALYs annual % change,0.00358796,,
American Samoa,2017,All ages,Both,Sudden infant death syndrome,Percent of total DALYs,0.000525917,0.000283805,0.000928354
American Samoa,1990 - 2017,All ages,Both,Sudden infant death syndrome,DALYs annual % change,-0.032744719,,
American Samoa,2017,All ages,Both,Pedestrian road injuries,Percent of total DALYs,0.005200436,0.004464207,0.005876283
American Samoa,1990 - 2017,All ages,Both,Pedestrian road injuries,DALYs annual % change,-0.007238563,,
American Samoa,2017,All ages,Both,Cyclist road injuries,Percent of total DALYs,0.001065236,0.00092548,0.001186436
American Samoa,1990 - 2017,All ages,Both,Cyclist road injuries,DALYs annual % change,0.016853303,,
American Samoa,2017,All ages,Both,Motorcyclist road injuries,Percent of total DALYs,0.002590506,0.002002867,0.002993453
American Samoa,1990 - 2017,All ages,Both,Motorcyclist road injuries,DALYs annual % change,0.01138445,,
American Samoa,2017,All ages,Both,Motor vehicle road injuries,Percent of total DALYs,0.007666938,0.006678934,0.008893819
American Samoa,1990 - 2017,All ages,Both,Motor vehicle road injuries,DALYs annual % change,-0.017257694,,
American Samoa,2017,All ages,Both,Other road injuries,Percent of total DALYs,0.000544929,0.000463242,0.00063492
American Samoa,1990 - 2017,All ages,Both,Other road injuries,DALYs annual % change,0.002964194,,
American Samoa,2017,All ages,Both,Other transport injuries,Percent of total DALYs,0.003359215,0.002981577,0.003759285
American Samoa,1990 - 2017,All ages,Both,Other transport injuries,DALYs annual % change,-0.011806444,,
American Samoa,2017,All ages,Both,Falls,Percent of total DALYs,0.006302054,0.005672271,0.006848197
American Samoa,1990 - 2017,All ages,Both,Falls,DALYs annual % change,0.008974124,,
American Samoa,2017,All ages,Both,Drowning,Percent of total DALYs,0.013332203,0.011392927,0.015550921
American Samoa,1990 - 2017,All ages,Both,Drowning,DALYs annual % change,-0.012700284,,
American Samoa,2017,All ages,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.002653646,0.002376428,0.002992059
American Samoa,1990 - 2017,All ages,Both,"Fire, heat, and hot substances",DALYs annual % change,-0.013747894,,
American Samoa,2017,All ages,Both,Poisoning by carbon monoxide,Percent of total DALYs,0.000691015,0.000541298,0.000902287
American Samoa,1990 - 2017,All ages,Both,Poisoning by carbon monoxide,DALYs annual % change,0.005418065,,
American Samoa,2017,All ages,Both,Poisoning by other means,Percent of total DALYs,0.0007423,0.000590808,0.00097055
American Samoa,1990 - 2017,All ages,Both,Poisoning by other means,DALYs annual % change,-0.015045493,,
American Samoa,2017,All ages,Both,Unintentional firearm injuries,Percent of total DALYs,0.000484615,0.000399854,0.000717842
American Samoa,1990 - 2017,All ages,Both,Unintentional firearm injuries,DALYs annual % change,-0.046586717,,
American Samoa,2017,All ages,Both,Other exposure to mechanical forces,Percent of total DALYs,0.003992884,0.003614061,0.004503863
American Samoa,1990 - 2017,All ages,Both,Other exposure to mechanical forces,DALYs annual % change,-0.00577267,,
American Samoa,2017,All ages,Both,Adverse effects of medical treatment,Percent of total DALYs,0.00566742,0.004679624,0.006647774
American Samoa,1990 - 2017,All ages,Both,Adverse effects of medical treatment,DALYs annual % change,-0.001882663,,
American Samoa,2017,All ages,Both,Venomous animal contact,Percent of total DALYs,0.000490052,0.000378975,0.000619039
American Samoa,1990 - 2017,All ages,Both,Venomous animal contact,DALYs annual % change,0.012591286,,
American Samoa,2017,All ages,Both,Non-venomous animal contact,Percent of total DALYs,0.000422709,0.000286389,0.000519522
American Samoa,1990 - 2017,All ages,Both,Non-venomous animal contact,DALYs annual % change,0.017040642,,
American Samoa,2017,All ages,Both,Pulmonary aspiration and foreign body in airway,Percent of total DALYs,0.007171342,0.005971751,0.008583737
American Samoa,1990 - 2017,All ages,Both,Pulmonary aspiration and foreign body in airway,DALYs annual % change,-0.001273899,,
American Samoa,2017,All ages,Both,Foreign body in eyes,Percent of total DALYs,3.06856E-05,1.4488E-05,5.18314E-05
American Samoa,1990 - 2017,All ages,Both,Foreign body in eyes,DALYs annual % change,0.002874748,,
American Samoa,2017,All ages,Both,Foreign body in other body part,Percent of total DALYs,0.000628339,0.000483644,0.00075025
American Samoa,1990 - 2017,All ages,Both,Foreign body in other body part,DALYs annual % change,0.023448608,,
American Samoa,2017,All ages,Both,Other unintentional injuries,Percent of total DALYs,0.001613819,0.001405824,0.001873355
American Samoa,1990 - 2017,All ages,Both,Other unintentional injuries,DALYs annual % change,-0.012958748,,
American Samoa,2017,All ages,Both,Self-harm by firearm,Percent of total DALYs,0.001007464,0.000657607,0.001537279
American Samoa,1990 - 2017,All ages,Both,Self-harm by firearm,DALYs annual % change,-0.018175873,,
American Samoa,2017,All ages,Both,Self-harm by other specified means,Percent of total DALYs,0.01061987,0.008907917,0.012627417
American Samoa,1990 - 2017,All ages,Both,Self-harm by other specified means,DALYs annual % change,0.001637081,,
American Samoa,2017,All ages,Both,Physical violence by firearm,Percent of total DALYs,0.001281479,0.000848266,0.002631824
American Samoa,1990 - 2017,All ages,Both,Physical violence by firearm,DALYs annual % change,-0.026249443,,
American Samoa,2017,All ages,Both,Physical violence by sharp object,Percent of total DALYs,0.002375137,0.001735311,0.003467756
American Samoa,1990 - 2017,All ages,Both,Physical violence by sharp object,DALYs annual % change,-0.011848269,,
American Samoa,2017,All ages,Both,Physical violence by other means,Percent of total DALYs,0.008177971,0.006918902,0.0104544
American Samoa,1990 - 2017,All ages,Both,Physical violence by other means,DALYs annual % change,-0.002903476,,
American Samoa,2017,All ages,Both,Exposure to forces of nature,Percent of total DALYs,0.001311789,0.00100905,0.001691821
American Samoa,1990 - 2017,All ages,Both,Exposure to forces of nature,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,1.20696E-06,3.36E-08,6.42364E-06
American Samoa,1990 - 2017,All ages,Both,Maternal deaths aggravated by HIV/AIDS,DALYs annual % change,0.05026088,,
American Samoa,2017,All ages,Both,Thalassemias trait,Percent of total DALYs,0.000119099,5.71853E-05,0.000224151
American Samoa,1990 - 2017,All ages,Both,Thalassemias trait,DALYs annual % change,-0.01801614,,
American Samoa,2017,All ages,Both,Sickle cell trait,Percent of total DALYs,1.76642E-05,8.23173E-06,3.54014E-05
American Samoa,1990 - 2017,All ages,Both,Sickle cell trait,DALYs annual % change,-0.017722207,,
American Samoa,2017,All ages,Both,G6PD trait,Percent of total DALYs,2.00E-07,1.15E-07,3.30E-07
American Samoa,1990 - 2017,All ages,Both,G6PD trait,DALYs annual % change,-0.011156558,,
American Samoa,2017,All ages,Both,Environmental heat and cold exposure,Percent of total DALYs,0.003835715,0.003105329,0.00526534
American Samoa,1990 - 2017,All ages,Both,Environmental heat and cold exposure,DALYs annual % change,-0.005732243,,
American Samoa,2017,All ages,Both,Ebola,Percent of total DALYs,0,0,0
American Samoa,1990 - 2017,All ages,Both,Ebola,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Acute lymphoid leukemia,Percent of total DALYs,0.000530387,0.000414348,0.000741083
American Samoa,1990 - 2017,All ages,Both,Acute lymphoid leukemia,DALYs annual % change,-0.019323602,,
American Samoa,2017,All ages,Both,Chronic lymphoid leukemia,Percent of total DALYs,0.000330189,0.000264199,0.000421051
American Samoa,1990 - 2017,All ages,Both,Chronic lymphoid leukemia,DALYs annual % change,0.024629127,,
American Samoa,2017,All ages,Both,Acute myeloid leukemia,Percent of total DALYs,0.001005453,0.000829153,0.001256176
American Samoa,1990 - 2017,All ages,Both,Acute myeloid leukemia,DALYs annual % change,-0.003444193,,
American Samoa,2017,All ages,Both,Chronic myeloid leukemia,Percent of total DALYs,0.000251676,0.000202822,0.000310532
American Samoa,1990 - 2017,All ages,Both,Chronic myeloid leukemia,DALYs annual % change,-0.006948836,,
American Samoa,2017,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),Percent of total DALYs,0.000719818,0.00061578,0.00084204
American Samoa,1990 - 2017,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),DALYs annual % change,0.02089022,,
American Samoa,2017,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),Percent of total DALYs,5.10E-08,1.66E-08,1.30E-07
American Samoa,1990 - 2017,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),DALYs annual % change,0.0043787,,
American Samoa,2017,All ages,Both,Executions and police conflict,Percent of total DALYs,2.63406E-05,2.33685E-05,2.97783E-05
American Samoa,1990 - 2017,All ages,Both,Executions and police conflict,DALYs annual % change,0.004185881,,
American Samoa,2017,All ages,Both,Drug-susceptible tuberculosis,Percent of total DALYs,0.001082366,0.000949174,0.001209022
American Samoa,1990 - 2017,All ages,Both,Drug-susceptible tuberculosis,DALYs annual % change,-0.028957068,,
American Samoa,2017,All ages,Both,Zika virus,Percent of total DALYs,3.98177E-06,1.43009E-06,1.11495E-05
American Samoa,1990 - 2017,All ages,Both,Zika virus,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Guinea worm disease,Percent of total DALYs,0,0,0
American Samoa,1990 - 2017,All ages,Both,Guinea worm disease,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Alcoholic cardiomyopathy,Percent of total DALYs,0.000347365,0.00028009,0.000431056
American Samoa,1990 - 2017,All ages,Both,Alcoholic cardiomyopathy,DALYs annual % change,-0.00889346,,
American Samoa,2017,All ages,Both,Sexual violence,Percent of total DALYs,0.001043295,0.000672571,0.001537338
American Samoa,1990 - 2017,All ages,Both,Sexual violence,DALYs annual % change,0.00078194,,
American Samoa,2017,All ages,Both,Myocarditis,Percent of total DALYs,0.000584578,0.000474223,0.000685236
American Samoa,1990 - 2017,All ages,Both,Myocarditis,DALYs annual % change,0.006638294,,
American Samoa,2017,All ages,Both,Other leukemia,Percent of total DALYs,0.001055198,0.000862903,0.001302474
American Samoa,1990 - 2017,All ages,Both,Other leukemia,DALYs annual % change,0.003059758,,
American Samoa,2017,All ages,Both,Other cardiomyopathy,Percent of total DALYs,0.007295022,0.00640349,0.00831394
American Samoa,1990 - 2017,All ages,Both,Other cardiomyopathy,DALYs annual % change,0.01174062,,
American Samoa,2017,All ages,Both,Conflict and terrorism,Percent of total DALYs,0.000207218,0.000139886,0.00031998
American Samoa,1990 - 2017,All ages,Both,Conflict and terrorism,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total DALYs,7.24992E-06,6.34E-07,3.09514E-05
American Samoa,1990 - 2017,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,DALYs annual % change,0.014885008,,
