Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
United States,1990 - 2017,All ages,Both,Opioid use disorders,DALYs annual % change,0.044626518,,
United States,2017,All ages,Both,Cocaine use disorders,Percent of total DALYs,0.004229094,0.003479015,0.005081513
United States,1990 - 2017,All ages,Both,Cocaine use disorders,DALYs annual % change,0.019679264,,
United States,2017,All ages,Both,Amphetamine use disorders,Percent of total DALYs,0.002093341,0.001446711,0.002716191
United States,1990 - 2017,All ages,Both,Amphetamine use disorders,DALYs annual % change,0.023252676,,
United States,2017,All ages,Both,Cannabis use disorders,Percent of total DALYs,0.000720284,0.00048705,0.001013033
United States,1990 - 2017,All ages,Both,Cannabis use disorders,DALYs annual % change,0.001610001,,
United States,2017,All ages,Both,Other drug use disorders,Percent of total DALYs,0.008559728,0.007454568,0.009888196
United States,1990 - 2017,All ages,Both,Other drug use disorders,DALYs annual % change,0.032739999,,
United States,2017,All ages,Both,Major depressive disorder,Percent of total DALYs,0.019154875,0.014469579,0.024105467
United States,1990 - 2017,All ages,Both,Major depressive disorder,DALYs annual % change,0.002560774,,
United States,2017,All ages,Both,Dysthymia,Percent of total DALYs,0.00589262,0.00436446,0.00776796
United States,1990 - 2017,All ages,Both,Dysthymia,DALYs annual % change,-0.001119272,,
United States,2017,All ages,Both,Bipolar disorder,Percent of total DALYs,0.004107455,0.00281893,0.005784377
United States,1990 - 2017,All ages,Both,Bipolar disorder,DALYs annual % change,6.18971E-05,,
United States,2017,All ages,Both,Anxiety disorders,Percent of total DALYs,0.019517652,0.015273276,0.024292332
United States,1990 - 2017,All ages,Both,Anxiety disorders,DALYs annual % change,0.000286753,,
United States,2017,All ages,Both,Anorexia nervosa,Percent of total DALYs,0.000717868,0.000487716,0.000993319
United States,1990 - 2017,All ages,Both,Anorexia nervosa,DALYs annual % change,-0.002180276,,
United States,2017,All ages,Both,Bulimia nervosa,Percent of total DALYs,0.002130525,0.001470088,0.002977148
United States,1990 - 2017,All ages,Both,Bulimia nervosa,DALYs annual % change,-0.002799578,,
United States,2017,All ages,Both,Autism spectrum disorders,Percent of total DALYs,0.003089124,0.002366993,0.003857136
United States,1990 - 2017,All ages,Both,Autism spectrum disorders,DALYs annual % change,-9.02959E-05,,
United States,2017,All ages,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.000378245,0.00024004,0.000565664
United States,1990 - 2017,All ages,Both,Attention-deficit/hyperactivity disorder,DALYs annual % change,-0.001465596,,
United States,2017,All ages,Both,Conduct disorder,Percent of total DALYs,0.00270905,0.001785528,0.003944785
United States,1990 - 2017,All ages,Both,Conduct disorder,DALYs annual % change,-0.0027597,,
United States,2017,All ages,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.000722365,0.000277269,0.001236109
United States,1990 - 2017,All ages,Both,Idiopathic developmental intellectual disability,DALYs annual % change,-0.006739661,,
United States,2017,All ages,Both,Other mental disorders,Percent of total DALYs,0.005858637,0.004227387,0.007594129
United States,1990 - 2017,All ages,Both,Other mental disorders,DALYs annual % change,0.001444495,,
United States,2017,All ages,Both,Acute glomerulonephritis,Percent of total DALYs,3.31011E-05,2.95336E-05,3.71212E-05
United States,1990 - 2017,All ages,Both,Acute glomerulonephritis,DALYs annual % change,0.013607405,,
United States,2017,All ages,Both,Chronic kidney disease due to hypertension,Percent of total DALYs,0.005695191,0.004934219,0.00651772
United States,1990 - 2017,All ages,Both,Chronic kidney disease due to hypertension,DALYs annual % change,0.020167164,,
United States,2017,All ages,Both,Chronic kidney disease due to glomerulonephritis,Percent of total DALYs,0.00252557,0.002162098,0.002949525
United States,1990 - 2017,All ages,Both,Chronic kidney disease due to glomerulonephritis,DALYs annual % change,0.010392175,,
United States,2017,All ages,Both,Chronic kidney disease due to other and unspecified causes,Percent of total DALYs,0.003916392,0.003460584,0.004429771
United States,1990 - 2017,All ages,Both,Chronic kidney disease due to other and unspecified causes,DALYs annual % change,0.011967321,,
United States,2017,All ages,Both,Urinary tract infections,Percent of total DALYs,0.002374281,0.002123891,0.002648
United States,1990 - 2017,All ages,Both,Urinary tract infections,DALYs annual % change,0.011285537,,
United States,2017,All ages,Both,Urolithiasis,Percent of total DALYs,0.000244424,0.000209935,0.000286446
United States,1990 - 2017,All ages,Both,Urolithiasis,DALYs annual % change,0.004584847,,
United States,2017,All ages,Both,Benign prostatic hyperplasia,Percent of total DALYs,0.001590047,0.001133913,0.002066683
United States,1990 - 2017,All ages,Both,Benign prostatic hyperplasia,DALYs annual % change,0.001888818,,
United States,2017,All ages,Both,Male infertility,Percent of total DALYs,3.91467E-05,1.67008E-05,8.09618E-05
United States,1990 - 2017,All ages,Both,Male infertility,DALYs annual % change,-0.006950843,,
United States,2017,All ages,Both,Other urinary diseases,Percent of total DALYs,0.000264081,0.000229736,0.000348206
United States,1990 - 2017,All ages,Both,Other urinary diseases,DALYs annual % change,-0.012075548,,
United States,2017,All ages,Both,Uterine fibroids,Percent of total DALYs,0.000503555,0.000293375,0.000785024
United States,1990 - 2017,All ages,Both,Uterine fibroids,DALYs annual % change,0.001581084,,
United States,2017,All ages,Both,Polycystic ovarian syndrome,Percent of total DALYs,0.000138287,6.65328E-05,0.000252747
United States,1990 - 2017,All ages,Both,Polycystic ovarian syndrome,DALYs annual % change,-0.002977339,,
United States,2017,All ages,Both,Female infertility,Percent of total DALYs,1.91812E-05,4.58194E-06,4.73077E-05
United States,1990 - 2017,All ages,Both,Female infertility,DALYs annual % change,-0.006238205,,
United States,2017,All ages,Both,Endometriosis,Percent of total DALYs,0.002059684,0.001559011,0.002650031
United States,1990 - 2017,All ages,Both,Endometriosis,DALYs annual % change,-0.004720986,,
United States,2017,All ages,Both,Genital prolapse,Percent of total DALYs,0.000135981,6.87054E-05,0.000244345
United States,1990 - 2017,All ages,Both,Genital prolapse,DALYs annual % change,0.000200139,,
United States,2017,All ages,Both,Premenstrual syndrome,Percent of total DALYs,0.001660063,0.001162167,0.002324181
United States,1990 - 2017,All ages,Both,Premenstrual syndrome,DALYs annual % change,-0.004184852,,
United States,2017,All ages,Both,Other gynecological diseases,Percent of total DALYs,0.000866809,0.000662206,0.001090114
United States,1990 - 2017,All ages,Both,Other gynecological diseases,DALYs annual % change,0.009608981,,
United States,2017,All ages,Both,Thalassemias,Percent of total DALYs,6.9721E-05,5.75689E-05,8.84257E-05
United States,1990 - 2017,All ages,Both,Thalassemias,DALYs annual % change,-0.012573708,,
United States,2017,All ages,Both,Sickle cell disorders,Percent of total DALYs,7.82749E-05,6.48233E-05,9.46311E-05
United States,1990 - 2017,All ages,Both,Sickle cell disorders,DALYs annual % change,-0.027675548,,
United States,2017,All ages,Both,G6PD deficiency,Percent of total DALYs,0.000208929,0.000167547,0.000250593
United States,1990 - 2017,All ages,Both,G6PD deficiency,DALYs annual % change,0.002474434,,
United States,2017,All ages,Both,Other hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.000517277,0.000449413,0.000605793
United States,1990 - 2017,All ages,Both,Other hemoglobinopathies and hemolytic anemias,DALYs annual % change,-0.006606645,,
United States,2017,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.007322222,0.005350244,0.00827587
United States,1990 - 2017,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",DALYs annual % change,0.019609869,,
United States,2017,All ages,Both,Rheumatoid arthritis,Percent of total DALYs,0.00278157,0.002225478,0.003332327
United States,1990 - 2017,All ages,Both,Rheumatoid arthritis,DALYs annual % change,0.011948811,,
United States,2017,All ages,Both,Osteoarthritis,Percent of total DALYs,0.009880131,0.005418806,0.019069383
United States,1990 - 2017,All ages,Both,Osteoarthritis,DALYs annual % change,0.017203502,,
United States,2017,All ages,Both,Low back pain,Percent of total DALYs,0.042965964,0.034976458,0.050943454
United States,1990 - 2017,All ages,Both,Low back pain,DALYs annual % change,0.001526281,,
United States,2017,All ages,Both,Neck pain,Percent of total DALYs,0.018689818,0.014785117,0.023092047
United States,1990 - 2017,All ages,Both,Neck pain,DALYs annual % change,0.007682963,,
United States,2017,All ages,Both,Gout,Percent of total DALYs,0.001462676,0.001111942,0.001853232
United States,1990 - 2017,All ages,Both,Gout,DALYs annual % change,0.018460852,,
United States,2017,All ages,Both,Other musculoskeletal disorders,Percent of total DALYs,0.020038708,0.015517368,0.024987669
United States,1990 - 2017,All ages,Both,Other musculoskeletal disorders,DALYs annual % change,0.005304544,,
United States,2017,All ages,Both,Neural tube defects,Percent of total DALYs,0.00065239,0.000534918,0.000754106
United States,1990 - 2017,All ages,Both,Neural tube defects,DALYs annual % change,-0.015369618,,
United States,2017,All ages,Both,Congenital heart anomalies,Percent of total DALYs,0.002458942,0.002073551,0.003028389
United States,1990 - 2017,All ages,Both,Congenital heart anomalies,DALYs annual % change,-0.032953904,,
United States,2017,All ages,Both,Orofacial clefts,Percent of total DALYs,9.25189E-05,6.83079E-05,0.000120828
United States,1990 - 2017,All ages,Both,Orofacial clefts,DALYs annual % change,-0.006190833,,
United States,2017,All ages,Both,Down syndrome,Percent of total DALYs,0.000691033,0.000568129,0.000758773
United States,1990 - 2017,All ages,Both,Down syndrome,DALYs annual % change,0.01201294,,
United States,2017,All ages,Both,Turner syndrome,Percent of total DALYs,7.51366E-06,3.77963E-06,1.24477E-05
United States,1990 - 2017,All ages,Both,Turner syndrome,DALYs annual % change,-0.006594942,,
United States,2017,All ages,Both,Klinefelter syndrome,Percent of total DALYs,3.3333E-06,1.61165E-06,6.16524E-06
United States,1990 - 2017,All ages,Both,Klinefelter syndrome,DALYs annual % change,-0.008717086,,
United States,2017,All ages,Both,Other chromosomal abnormalities,Percent of total DALYs,0.001125172,0.000781436,0.001411076
United States,1990 - 2017,All ages,Both,Other chromosomal abnormalities,DALYs annual % change,-0.004362966,,
United States,2017,All ages,Both,Congenital musculoskeletal and limb anomalies,Percent of total DALYs,0.002151312,0.001702791,0.002613916
United States,1990 - 2017,All ages,Both,Congenital musculoskeletal and limb anomalies,DALYs annual % change,-0.006846414,,
United States,2017,All ages,Both,Urogenital congenital anomalies,Percent of total DALYs,0.000461915,0.000373678,0.000570419
United States,1990 - 2017,All ages,Both,Urogenital congenital anomalies,DALYs annual % change,-0.009959105,,
United States,2017,All ages,Both,Digestive congenital anomalies,Percent of total DALYs,0.000984663,0.000816275,0.001167997
United States,1990 - 2017,All ages,Both,Digestive congenital anomalies,DALYs annual % change,-0.010338645,,
United States,2017,All ages,Both,Other congenital birth defects,Percent of total DALYs,0.00224921,0.002007076,0.002703264
United States,1990 - 2017,All ages,Both,Other congenital birth defects,DALYs annual % change,-0.020879293,,
United States,2017,All ages,Both,Psoriasis,Percent of total DALYs,0.008280325,0.006643317,0.010157217
United States,1990 - 2017,All ages,Both,Psoriasis,DALYs annual % change,0.009933453,,
United States,2017,All ages,Both,Cellulitis,Percent of total DALYs,0.000672239,0.000422842,0.000907977
United States,1990 - 2017,All ages,Both,Cellulitis,DALYs annual % change,0.018411449,,
United States,2017,All ages,Both,Pyoderma,Percent of total DALYs,0.000459295,0.000222927,0.00077631
United States,1990 - 2017,All ages,Both,Pyoderma,DALYs annual % change,0.014621705,,
United States,2017,All ages,Both,Scabies,Percent of total DALYs,0.000399082,0.000237965,0.000608686
United States,1990 - 2017,All ages,Both,Scabies,DALYs annual % change,0.005698903,,
United States,2017,All ages,Both,Fungal skin diseases,Percent of total DALYs,0.00055044,0.000225494,0.001123074
United States,1990 - 2017,All ages,Both,Fungal skin diseases,DALYs annual % change,0.002592305,,
United States,2017,All ages,Both,Viral skin diseases,Percent of total DALYs,0.002509423,0.001770699,0.003489239
United States,1990 - 2017,All ages,Both,Viral skin diseases,DALYs annual % change,-0.002358264,,
United States,2017,All ages,Both,Acne vulgaris,Percent of total DALYs,0.002501179,0.00158955,0.003727404
United States,1990 - 2017,All ages,Both,Acne vulgaris,DALYs annual % change,-0.000983346,,
United States,2017,All ages,Both,Alopecia areata,Percent of total DALYs,0.000444109,0.000311262,0.000609695
United States,1990 - 2017,All ages,Both,Alopecia areata,DALYs annual % change,0.00073869,,
United States,2017,All ages,Both,Pruritus,Percent of total DALYs,0.000297,0.000148028,0.000527663
United States,1990 - 2017,All ages,Both,Pruritus,DALYs annual % change,0.00347995,,
United States,2017,All ages,Both,Urticaria,Percent of total DALYs,0.001484581,0.001111122,0.001892297
United States,1990 - 2017,All ages,Both,Urticaria,DALYs annual % change,-0.002166435,,
United States,2017,All ages,Both,Decubitus ulcer,Percent of total DALYs,0.000457153,0.000353709,0.000713225
United States,1990 - 2017,All ages,Both,Decubitus ulcer,DALYs annual % change,0.001880076,,
United States,2017,All ages,Both,Other skin and subcutaneous diseases,Percent of total DALYs,0.002289159,0.00120049,0.004013086
United States,1990 - 2017,All ages,Both,Other skin and subcutaneous diseases,DALYs annual % change,0.008301311,,
United States,2017,All ages,Both,Glaucoma,Percent of total DALYs,0.000118921,9.10291E-05,0.000149437
United States,1990 - 2017,All ages,Both,Glaucoma,DALYs annual % change,0.009089349,,
United States,2017,All ages,Both,Cataract,Percent of total DALYs,0.000562861,0.00043411,0.000695905
United States,1990 - 2017,All ages,Both,Cataract,DALYs annual % change,0.007411111,,
United States,2017,All ages,Both,Age-related macular degeneration,Percent of total DALYs,9.59342E-05,7.40599E-05,0.000119267
United States,1990 - 2017,All ages,Both,Age-related macular degeneration,DALYs annual % change,0.010859726,,
United States,2017,All ages,Both,Age-related and other hearing loss,Percent of total DALYs,0.017985553,0.013844157,0.023054737
United States,1990 - 2017,All ages,Both,Age-related and other hearing loss,DALYs annual % change,0.007671783,,
United States,2017,All ages,Both,Other vision loss,Percent of total DALYs,0.000450891,0.000351547,0.000553336
United States,1990 - 2017,All ages,Both,Other vision loss,DALYs annual % change,0.005274015,,
United States,2017,All ages,Both,Other sense organ diseases,Percent of total DALYs,0.001374557,0.000942333,0.001800363
United States,1990 - 2017,All ages,Both,Other sense organ diseases,DALYs annual % change,0.006353929,,
United States,2017,All ages,Both,Caries of deciduous teeth,Percent of total DALYs,4.01639E-05,1.71231E-05,8.27926E-05
United States,1990 - 2017,All ages,Both,Caries of deciduous teeth,DALYs annual % change,-0.004919825,,
United States,2017,All ages,Both,Caries of permanent teeth,Percent of total DALYs,0.000785676,0.000355156,0.001473455
United States,1990 - 2017,All ages,Both,Caries of permanent teeth,DALYs annual % change,-0.002859617,,
United States,2017,All ages,Both,Periodontal diseases,Percent of total DALYs,0.001286824,0.000526848,0.002581028
United States,1990 - 2017,All ages,Both,Periodontal diseases,DALYs annual % change,0.003150992,,
United States,2017,All ages,Both,Edentulism and severe tooth loss,Percent of total DALYs,0.005298021,0.00382131,0.006904399
United States,1990 - 2017,All ages,Both,Edentulism and severe tooth loss,DALYs annual % change,0.002464512,,
United States,2017,All ages,Both,Other oral disorders,Percent of total DALYs,0.001782971,0.001183258,0.002456597
United States,1990 - 2017,All ages,Both,Other oral disorders,DALYs annual % change,0.001132673,,
United States,2017,All ages,Both,Sudden infant death syndrome,Percent of total DALYs,0.00156725,0.001251374,0.002324088
United States,1990 - 2017,All ages,Both,Sudden infant death syndrome,DALYs annual % change,-0.047943924,,
United States,2017,All ages,Both,Pedestrian road injuries,Percent of total DALYs,0.004077485,0.003783188,0.004428835
United States,1990 - 2017,All ages,Both,Pedestrian road injuries,DALYs annual % change,-0.016968397,,
United States,2017,All ages,Both,Cyclist road injuries,Percent of total DALYs,0.001183055,0.001065912,0.001321648
United States,1990 - 2017,All ages,Both,Cyclist road injuries,DALYs annual % change,-0.013867507,,
United States,2017,All ages,Both,Motorcyclist road injuries,Percent of total DALYs,0.003310361,0.003080022,0.003656401
United States,1990 - 2017,All ages,Both,Motorcyclist road injuries,DALYs annual % change,-0.001731602,,
United States,2017,All ages,Both,Motor vehicle road injuries,Percent of total DALYs,0.016897603,0.015534794,0.018250687
United States,1990 - 2017,All ages,Both,Motor vehicle road injuries,DALYs annual % change,-0.017754986,,
United States,2017,All ages,Both,Other road injuries,Percent of total DALYs,8.3967E-05,7.76077E-05,9.17495E-05
United States,1990 - 2017,All ages,Both,Other road injuries,DALYs annual % change,-0.008414513,,
United States,2017,All ages,Both,Other transport injuries,Percent of total DALYs,0.002496556,0.002294635,0.002723701
United States,1990 - 2017,All ages,Both,Other transport injuries,DALYs annual % change,-0.023777997,,
United States,2017,All ages,Both,Falls,Percent of total DALYs,0.019367432,0.016858726,0.0222069
United States,1990 - 2017,All ages,Both,Falls,DALYs annual % change,-0.000793619,,
United States,2017,All ages,Both,Drowning,Percent of total DALYs,0.002047296,0.001814809,0.002310179
United States,1990 - 2017,All ages,Both,Drowning,DALYs annual % change,-0.018898522,,
United States,2017,All ages,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.002552487,0.002115939,0.003158659
United States,1990 - 2017,All ages,Both,"Fire, heat, and hot substances",DALYs annual % change,-0.024397919,,
United States,2017,All ages,Both,Poisoning by carbon monoxide,Percent of total DALYs,0.000468222,0.00042156,0.000517768
United States,1990 - 2017,All ages,Both,Poisoning by carbon monoxide,DALYs annual % change,-0.003151453,,
United States,2017,All ages,Both,Poisoning by other means,Percent of total DALYs,0.000587127,0.00052174,0.000656298
United States,1990 - 2017,All ages,Both,Poisoning by other means,DALYs annual % change,-0.006468193,,
United States,2017,All ages,Both,Unintentional firearm injuries,Percent of total DALYs,0.000511892,0.000418989,0.000588139
United States,1990 - 2017,All ages,Both,Unintentional firearm injuries,DALYs annual % change,-0.038762703,,
United States,2017,All ages,Both,Other exposure to mechanical forces,Percent of total DALYs,0.004157994,0.003345122,0.005372577
United States,1990 - 2017,All ages,Both,Other exposure to mechanical forces,DALYs annual % change,-0.018759836,,
United States,2017,All ages,Both,Adverse effects of medical treatment,Percent of total DALYs,0.002336496,0.00199717,0.002795981
United States,1990 - 2017,All ages,Both,Adverse effects of medical treatment,DALYs annual % change,0.01029558,,
United States,2017,All ages,Both,Venomous animal contact,Percent of total DALYs,0.000192604,0.000152693,0.000241895
United States,1990 - 2017,All ages,Both,Venomous animal contact,DALYs annual % change,-0.016918368,,
United States,2017,All ages,Both,Non-venomous animal contact,Percent of total DALYs,0.00029252,0.000200904,0.000435667
United States,1990 - 2017,All ages,Both,Non-venomous animal contact,DALYs annual % change,-0.010832252,,
United States,2017,All ages,Both,Pulmonary aspiration and foreign body in airway,Percent of total DALYs,0.002431268,0.00214807,0.002730539
United States,1990 - 2017,All ages,Both,Pulmonary aspiration and foreign body in airway,DALYs annual % change,0.002172035,,
United States,2017,All ages,Both,Foreign body in eyes,Percent of total DALYs,0.000240401,0.00015419,0.000346046
United States,1990 - 2017,All ages,Both,Foreign body in eyes,DALYs annual % change,-0.018147132,,
United States,2017,All ages,Both,Foreign body in other body part,Percent of total DALYs,0.000166322,0.000141945,0.000192685
United States,1990 - 2017,All ages,Both,Foreign body in other body part,DALYs annual % change,-0.030943389,,
United States,2017,All ages,Both,Other unintentional injuries,Percent of total DALYs,0.002244185,0.001821091,0.002795737
United States,1990 - 2017,All ages,Both,Other unintentional injuries,DALYs annual % change,-0.014933933,,
United States,2017,All ages,Both,Self-harm by firearm,Percent of total DALYs,0.009540475,0.007981699,0.011899381
United States,1990 - 2017,All ages,Both,Self-harm by firearm,DALYs annual % change,-0.003916675,,
United States,2017,All ages,Both,Self-harm by other specified means,Percent of total DALYs,0.010924095,0.008871064,0.012791706
United States,1990 - 2017,All ages,Both,Self-harm by other specified means,DALYs annual % change,0.007180465,,
United States,2017,All ages,Both,Physical violence by firearm,Percent of total DALYs,0.008014643,0.006902256,0.009073811
United States,1990 - 2017,All ages,Both,Physical violence by firearm,DALYs annual % change,-0.01518322,,
United States,2017,All ages,Both,Physical violence by sharp object,Percent of total DALYs,0.001494187,0.001315386,0.001822855
United States,1990 - 2017,All ages,Both,Physical violence by sharp object,DALYs annual % change,-0.028100857,,
United States,2017,All ages,Both,Physical violence by other means,Percent of total DALYs,0.003053346,0.002763446,0.003697295
United States,1990 - 2017,All ages,Both,Physical violence by other means,DALYs annual % change,-0.016669712,,
United States,2017,All ages,Both,Exposure to forces of nature,Percent of total DALYs,6.0002E-05,5.26931E-05,6.77947E-05
United States,1990 - 2017,All ages,Both,Exposure to forces of nature,DALYs annual % change,-0.036130433,,
United States,2017,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,1.20436E-06,5.42E-07,2.12678E-06
United States,1990 - 2017,All ages,Both,Maternal deaths aggravated by HIV/AIDS,DALYs annual % change,0.028571243,,
United States,2017,All ages,Both,Thalassemias trait,Percent of total DALYs,0.000200564,0.000130702,0.000286279
United States,1990 - 2017,All ages,Both,Thalassemias trait,DALYs annual % change,-0.011103957,,
United States,2017,All ages,Both,Sickle cell trait,Percent of total DALYs,7.43067E-05,4.65494E-05,0.000109214
United States,1990 - 2017,All ages,Both,Sickle cell trait,DALYs annual % change,-0.030796486,,
United States,2017,All ages,Both,G6PD trait,Percent of total DALYs,1.86E-07,1.13E-07,3.20E-07
United States,1990 - 2017,All ages,Both,G6PD trait,DALYs annual % change,-0.011159864,,
United States,2017,All ages,Both,Environmental heat and cold exposure,Percent of total DALYs,0.000705659,0.000633393,0.00079917
United States,1990 - 2017,All ages,Both,Environmental heat and cold exposure,DALYs annual % change,-0.003701437,,
United States,2017,All ages,Both,Ebola,Percent of total DALYs,0,0,0
United States,1990 - 2017,All ages,Both,Ebola,DALYs annual % change,0,,
United States,2017,All ages,Both,Acute lymphoid leukemia,Percent of total DALYs,0.00068544,0.000599272,0.000779984
United States,1990 - 2017,All ages,Both,Acute lymphoid leukemia,DALYs annual % change,-0.013854294,,
United States,2017,All ages,Both,Chronic lymphoid leukemia,Percent of total DALYs,0.000894535,0.000800094,0.001000192
United States,1990 - 2017,All ages,Both,Chronic lymphoid leukemia,DALYs annual % change,-0.001749887,,
United States,2017,All ages,Both,Acute myeloid leukemia,Percent of total DALYs,0.002578292,0.002253599,0.002943545
United States,1990 - 2017,All ages,Both,Acute myeloid leukemia,DALYs annual % change,0.006915888,,
United States,2017,All ages,Both,Chronic myeloid leukemia,Percent of total DALYs,0.000279803,0.000246715,0.000316335
United States,1990 - 2017,All ages,Both,Chronic myeloid leukemia,DALYs annual % change,-0.041380599,,
United States,2017,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),Percent of total DALYs,0.001323354,0.000997156,0.00176752
United States,1990 - 2017,All ages,Both,Non-melanoma skin cancer (squamous-cell carcinoma),DALYs annual % change,0.020541201,,
United States,2017,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),Percent of total DALYs,1.35685E-05,5.16111E-06,2.82193E-05
United States,1990 - 2017,All ages,Both,Non-melanoma skin cancer (basal-cell carcinoma),DALYs annual % change,0.010655219,,
United States,2017,All ages,Both,Executions and police conflict,Percent of total DALYs,0.000379605,0.000328053,0.000445412
United States,1990 - 2017,All ages,Both,Executions and police conflict,DALYs annual % change,0.015238067,,
United States,2017,All ages,Both,Drug-susceptible tuberculosis,Percent of total DALYs,0.00021812,0.000197026,0.000240281
United States,1990 - 2017,All ages,Both,Drug-susceptible tuberculosis,DALYs annual % change,-0.04298705,,
United States,2017,All ages,Both,Zika virus,Percent of total DALYs,1.60E-07,6.79E-08,3.81E-07
United States,1990 - 2017,All ages,Both,Zika virus,DALYs annual % change,0,,
United States,2017,All ages,Both,Guinea worm disease,Percent of total DALYs,0,0,0
United States,1990 - 2017,All ages,Both,Guinea worm disease,DALYs annual % change,0,,
United States,2017,All ages,Both,Alcoholic cardiomyopathy,Percent of total DALYs,0.001625804,0.001326251,0.00190198
United States,1990 - 2017,All ages,Both,Alcoholic cardiomyopathy,DALYs annual % change,-0.013472656,,
United States,2017,All ages,Both,Sexual violence,Percent of total DALYs,0.000410357,0.000265674,0.000596423
United States,1990 - 2017,All ages,Both,Sexual violence,DALYs annual % change,-0.001916717,,
United States,2017,All ages,Both,Myocarditis,Percent of total DALYs,0.000475184,0.000346091,0.00057025
United States,1990 - 2017,All ages,Both,Myocarditis,DALYs annual % change,0.011343429,,
United States,2017,All ages,Both,Other leukemia,Percent of total DALYs,0.001459158,0.001284952,0.001651209
United States,1990 - 2017,All ages,Both,Other leukemia,DALYs annual % change,-0.011749868,,
United States,2017,All ages,Both,Other cardiomyopathy,Percent of total DALYs,0.004885489,0.004258425,0.005957425
United States,1990 - 2017,All ages,Both,Other cardiomyopathy,DALYs annual % change,-0.005069142,,
United States,2017,All ages,Both,Conflict and terrorism,Percent of total DALYs,4.15557E-05,2.81886E-05,6.57383E-05
United States,1990 - 2017,All ages,Both,Conflict and terrorism,DALYs annual % change,0.039248785,,
United States,2017,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,Percent of total DALYs,6.49482E-06,3.98367E-06,9.84694E-06
United States,1990 - 2017,All ages,Both,Multidrug-resistant tuberculosis without extensive drug resistance,DALYs annual % change,-0.076862739,,
United States,2017,All ages,Both,Extensively drug-resistant tuberculosis,Percent of total DALYs,2.09022E-06,1.25231E-06,3.18822E-06
United States,1990 - 2017,All ages,Both,Extensively drug-resistant tuberculosis,DALYs annual % change,0,,
United States,2017,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,Percent of total DALYs,5.58802E-05,3.50898E-05,8.57891E-05
United States,1990 - 2017,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,DALYs annual % change,-0.078101402,,
United States,2017,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Percent of total DALYs,2.09631E-06,1.05449E-06,3.66712E-06
United States,1990 - 2017,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,DALYs annual % change,-0.109616341,,
United States,2017,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent of total DALYs,6.87E-07,3.45E-07,1.19949E-06
United States,1990 - 2017,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,DALYs annual % change,0,,
United States,2017,All ages,Both,Latent tuberculosis infection,Percent of total DALYs,0,0,0
United States,1990 - 2017,All ages,Both,Latent tuberculosis infection,DALYs annual % change,0,,
United States,2017,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),Percent of total DALYs,0.000109705,5.39045E-05,0.000200109
United States,1990 - 2017,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),DALYs annual % change,-0.012992098,,
United States,2017,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Percent of total DALYs,0.002282536,0.001627185,0.003058568
United States,1990 - 2017,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",DALYs annual % change,0.016242428,,
United States,2017,All ages,Both,Benign and in situ intestinal neoplasms,Percent of total DALYs,0,0,0
United States,1990 - 2017,All ages,Both,Benign and in situ intestinal neoplasms,DALYs annual % change,0,,
United States,2017,All ages,Both,Benign and in situ cervical and uterine neoplasms,Percent of total DALYs,0,0,0
United States,1990 - 2017,All ages,Both,Benign and in situ cervical and uterine neoplasms,DALYs annual % change,0,,
United States,2017,All ages,Both,Other benign and in situ neoplasms,Percent of total DALYs,8.34563E-05,5.8901E-05,0.000132781
United States,1990 - 2017,All ages,Both,Other benign and in situ neoplasms,DALYs annual % change,-0.000174856,,
United States,2017,All ages,Both,Non-rheumatic calcific aortic valve disease,Percent of total DALYs,0.002342304,0.002061436,0.002691555
United States,1990 - 2017,All ages,Both,Non-rheumatic calcific aortic valve disease,DALYs annual % change,0.010311146,,
United States,2017,All ages,Both,Non-rheumatic degenerative mitral valve disease,Percent of total DALYs,0.000668774,0.000518119,0.000809013
United States,1990 - 2017,All ages,Both,Non-rheumatic degenerative mitral valve disease,DALYs annual % change,-0.002705327,,
United States,2017,All ages,Both,Other non-rheumatic valve diseases,Percent of total DALYs,1.56134E-05,9.52584E-06,2.15468E-05
